Year,Economy,Scenario,Transport Type,Vehicle Type,Drive,New_vehicle_efficiency
2049,18_CT,Reference,passenger,lv,d,0.448841212987107
2050,18_CT,Reference,passenger,lv,d,0.448841212987107
2018,18_CT,Reference,passenger,lv,fcev,0.650264600134774
2019,18_CT,Reference,passenger,lv,fcev,0.654848539914174
2020,18_CT,Reference,passenger,lv,fcev,0.659464793468453
2021,18_CT,Reference,passenger,lv,fcev,0.660620880008468
2022,18_CT,Reference,passenger,lv,fcev,0.661778993246649
2023,18_CT,Reference,passenger,lv,fcev,0.662939136735937
2024,18_CT,Reference,passenger,lv,fcev,0.664101314035499
2025,18_CT,Reference,passenger,lv,fcev,0.665265528710743
2026,18_CT,Reference,passenger,lv,fcev,0.666431784333327
2027,18_CT,Reference,passenger,lv,fcev,0.667600084481169
2028,18_CT,Reference,passenger,lv,fcev,0.668770432738461
2029,18_CT,Reference,passenger,lv,fcev,0.669942832695679
2030,18_CT,Reference,passenger,lv,fcev,0.67111728794959
2031,18_CT,Reference,passenger,lv,fcev,0.672293802103271
2032,18_CT,Reference,passenger,lv,fcev,0.673472378766112
2033,18_CT,Reference,passenger,lv,fcev,0.674653021553831
2034,18_CT,Reference,passenger,lv,fcev,0.675835734088486
2035,18_CT,Reference,passenger,lv,fcev,0.677020519998483
2036,18_CT,Reference,passenger,lv,fcev,0.678207382918591
2037,18_CT,Reference,passenger,lv,fcev,0.679396326489948
2038,18_CT,Reference,passenger,lv,fcev,0.680587354360078
2039,18_CT,Reference,passenger,lv,fcev,0.681780470182899
2040,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2041,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2042,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2043,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2044,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2045,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2046,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2047,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2048,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2049,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2050,18_CT,Reference,passenger,lv,fcev,0.682975677618731
2018,18_CT,Reference,passenger,lv,g,0.409992286626737
2019,18_CT,Reference,passenger,lv,g,0.418359476149731
2020,18_CT,Reference,passenger,lv,g,0.426897424642583
2021,18_CT,Reference,passenger,lv,g,0.429042637831742
2022,18_CT,Reference,passenger,lv,g,0.431198630986675
2023,18_CT,Reference,passenger,lv,g,0.433365458278065
2024,18_CT,Reference,passenger,lv,g,0.435543174148809
2025,18_CT,Reference,passenger,lv,g,0.437731833315386
2026,18_CT,Reference,passenger,lv,g,0.439931490769233
2027,18_CT,Reference,passenger,lv,g,0.442142201778123
2028,18_CT,Reference,passenger,lv,g,0.444364021887561
2029,18_CT,Reference,passenger,lv,g,0.446597006922172
2030,18_CT,Reference,passenger,lv,g,0.448841212987107
2031,18_CT,Reference,passenger,lv,g,0.448841212987107
2032,18_CT,Reference,passenger,lv,g,0.448841212987107
2033,18_CT,Reference,passenger,lv,g,0.448841212987107
2034,18_CT,Reference,passenger,lv,g,0.448841212987107
2035,18_CT,Reference,passenger,lv,g,0.448841212987107
2036,18_CT,Reference,passenger,lv,g,0.448841212987107
2037,18_CT,Reference,passenger,lv,g,0.448841212987107
2038,18_CT,Reference,passenger,lv,g,0.448841212987107
2039,18_CT,Reference,passenger,lv,g,0.448841212987107
2040,18_CT,Reference,passenger,lv,g,0.448841212987107
2041,18_CT,Reference,passenger,lv,g,0.448841212987107
2042,18_CT,Reference,passenger,lv,g,0.448841212987107
2043,18_CT,Reference,passenger,lv,g,0.448841212987107
2044,18_CT,Reference,passenger,lv,g,0.448841212987107
2045,18_CT,Reference,passenger,lv,g,0.448841212987107
2046,18_CT,Reference,passenger,lv,g,0.448841212987107
2047,18_CT,Reference,passenger,lv,g,0.448841212987107
2048,18_CT,Reference,passenger,lv,g,0.448841212987107
2049,18_CT,Reference,passenger,lv,g,0.448841212987107
2050,18_CT,Reference,passenger,lv,g,0.448841212987107
2018,18_CT,Reference,passenger,lv,lpg,0.372720260569761
2019,18_CT,Reference,passenger,lv,lpg,0.380326796499756
2020,18_CT,Reference,passenger,lv,lpg,0.388088567856894
2021,18_CT,Reference,passenger,lv,lpg,0.39003876166522
2022,18_CT,Reference,passenger,lv,lpg,0.391998755442432
2023,18_CT,Reference,passenger,lv,lpg,0.393968598434605
2024,18_CT,Reference,passenger,lv,lpg,0.395948340135281
2025,18_CT,Reference,passenger,lv,lpg,0.397938030286715
2026,18_CT,Reference,passenger,lv,lpg,0.39993771888112
2027,18_CT,Reference,passenger,lv,lpg,0.40194745616193
2028,18_CT,Reference,passenger,lv,lpg,0.403967292625055
2029,18_CT,Reference,passenger,lv,lpg,0.405997279020156
2030,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2031,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2032,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2033,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2034,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2035,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2036,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2037,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2038,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2039,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2040,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2041,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2042,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2043,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2044,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2045,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2046,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2047,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2048,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2049,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2050,18_CT,Reference,passenger,lv,lpg,0.408037466351916
2018,18_CT,Reference,passenger,lv,phevg,0.683320477711228
2019,18_CT,Reference,passenger,lv,phevg,0.697265793582886
2020,18_CT,Reference,passenger,lv,phevg,0.711495707737639
2021,18_CT,Reference,passenger,lv,phevg,0.715071063052903
2022,18_CT,Reference,passenger,lv,phevg,0.718664384977792
2023,18_CT,Reference,passenger,lv,phevg,0.722275763796776
2024,18_CT,Reference,passenger,lv,phevg,0.725905290248016
2025,18_CT,Reference,passenger,lv,phevg,0.729553055525644
2026,18_CT,Reference,passenger,lv,phevg,0.733219151282055
2027,18_CT,Reference,passenger,lv,phevg,0.736903669630206
2028,18_CT,Reference,passenger,lv,phevg,0.740606703145935
2029,18_CT,Reference,passenger,lv,phevg,0.744328344870287
2030,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2031,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2032,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2033,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2034,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2035,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2036,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2037,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2038,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2039,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2040,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2041,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2042,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2043,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2044,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2045,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2046,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2047,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2048,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2049,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2050,18_CT,Reference,passenger,lv,phevg,0.748068688311846
2018,19_THA,Carbon Neutral,passenger,lv,bev,1.25174997306202
2019,19_THA,Carbon Neutral,passenger,lv,bev,1.26439391245564
2020,19_THA,Carbon Neutral,passenger,lv,bev,1.27716556867529
2021,19_THA,Carbon Neutral,passenger,lv,bev,1.28036648554734
2022,19_THA,Carbon Neutral,passenger,lv,bev,1.28357542254654
2023,19_THA,Carbon Neutral,passenger,lv,bev,1.60849050540674
2024,19_THA,Carbon Neutral,passenger,lv,bev,1.61252180926071
2025,19_THA,Carbon Neutral,passenger,lv,bev,1.61656321879877
2026,19_THA,Carbon Neutral,passenger,lv,bev,1.62061475487381
2027,19_THA,Carbon Neutral,passenger,lv,bev,1.62467644682288
2028,19_THA,Carbon Neutral,passenger,lv,bev,1.62874831570159
2029,19_THA,Carbon Neutral,passenger,lv,bev,1.63283039326981
2030,19_THA,Carbon Neutral,passenger,lv,bev,1.6369226986801
2031,19_THA,Carbon Neutral,passenger,lv,bev,1.64102526185623
2032,19_THA,Carbon Neutral,passenger,lv,bev,1.64513810860719
2033,19_THA,Carbon Neutral,passenger,lv,bev,1.64926126052125
2034,19_THA,Carbon Neutral,passenger,lv,bev,1.6533947479802
2035,19_THA,Carbon Neutral,passenger,lv,bev,1.65753859499388
2036,19_THA,Carbon Neutral,passenger,lv,bev,1.66169282566435
2037,19_THA,Carbon Neutral,passenger,lv,bev,1.66585747084734
2038,19_THA,Carbon Neutral,passenger,lv,bev,1.67003255047083
2039,19_THA,Carbon Neutral,passenger,lv,bev,1.67421809568208
2040,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2041,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2042,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2043,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2044,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2045,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2046,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2047,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2048,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2049,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2050,19_THA,Carbon Neutral,passenger,lv,bev,1.67841413109975
2018,19_THA,Carbon Neutral,passenger,lv,cng,0.436805474599727
2019,19_THA,Carbon Neutral,passenger,lv,cng,0.44800561499415
2020,19_THA,Carbon Neutral,passenger,lv,cng,0.45949293845026
2021,19_THA,Carbon Neutral,passenger,lv,cng,0.46238283113289
2022,19_THA,Carbon Neutral,passenger,lv,cng,0.465290899281637
2023,19_THA,Carbon Neutral,passenger,lv,cng,0.468217257137384
2024,19_THA,Carbon Neutral,passenger,lv,cng,0.471162019727591
2025,19_THA,Carbon Neutral,passenger,lv,cng,0.489320397603846
2026,19_THA,Carbon Neutral,passenger,lv,cng,0.495514326825552
2027,19_THA,Carbon Neutral,passenger,lv,cng,0.501786660076508
2028,19_THA,Carbon Neutral,passenger,lv,cng,0.508138389931529
2029,19_THA,Carbon Neutral,passenger,lv,cng,0.514570521512535
2030,19_THA,Carbon Neutral,passenger,lv,cng,0.521084072203929
2031,19_THA,Carbon Neutral,passenger,lv,cng,0.524361330586697
2032,19_THA,Carbon Neutral,passenger,lv,cng,0.52765920063389
2033,19_THA,Carbon Neutral,passenger,lv,cng,0.530977812111935
2034,19_THA,Carbon Neutral,passenger,lv,cng,0.534317295017839
2035,19_THA,Carbon Neutral,passenger,lv,cng,0.537677781276506
2036,19_THA,Carbon Neutral,passenger,lv,cng,0.54105940246921
2037,19_THA,Carbon Neutral,passenger,lv,cng,0.544462291833676
2038,19_THA,Carbon Neutral,passenger,lv,cng,0.547886582815938
2039,19_THA,Carbon Neutral,passenger,lv,cng,0.5513324105499
2040,19_THA,Carbon Neutral,passenger,lv,cng,0.554799910064271
2041,19_THA,Carbon Neutral,passenger,lv,cng,0.558289217468246
2042,19_THA,Carbon Neutral,passenger,lv,cng,0.561800470597669
2043,19_THA,Carbon Neutral,passenger,lv,cng,0.565333806832809
2044,19_THA,Carbon Neutral,passenger,lv,cng,0.568889365279371
2045,19_THA,Carbon Neutral,passenger,lv,cng,0.572467285840298
2046,19_THA,Carbon Neutral,passenger,lv,cng,0.576067708878572
2047,19_THA,Carbon Neutral,passenger,lv,cng,0.579690776534547
2048,19_THA,Carbon Neutral,passenger,lv,cng,0.583336630400579
2049,19_THA,Carbon Neutral,passenger,lv,cng,0.587005414185737
2050,19_THA,Carbon Neutral,passenger,lv,cng,0.59069727204936
2018,19_THA,Carbon Neutral,passenger,lv,d,0.485339416316141
2019,19_THA,Carbon Neutral,passenger,lv,d,0.497784016635388
2020,19_THA,Carbon Neutral,passenger,lv,d,0.510547709415244
2021,19_THA,Carbon Neutral,passenger,lv,d,0.513758701285161
2022,19_THA,Carbon Neutral,passenger,lv,d,0.51698988806398
2023,19_THA,Carbon Neutral,passenger,lv,d,0.520241396981707
2024,19_THA,Carbon Neutral,passenger,lv,d,0.523513355252879
2025,19_THA,Carbon Neutral,passenger,lv,d,0.551968863719005
2026,19_THA,Carbon Neutral,passenger,lv,d,0.571132234736339
2027,19_THA,Carbon Neutral,passenger,lv,d,0.591241498731382
2028,19_THA,Carbon Neutral,passenger,lv,d,0.612362484803291
2029,19_THA,Carbon Neutral,passenger,lv,d,0.634567174155333
2030,19_THA,Carbon Neutral,passenger,lv,d,0.657934434961074
2031,19_THA,Carbon Neutral,passenger,lv,d,0.678258091573419
2032,19_THA,Carbon Neutral,passenger,lv,d,0.699627685710995
2033,19_THA,Carbon Neutral,passenger,lv,d,0.722124047411958
2034,19_THA,Carbon Neutral,passenger,lv,d,0.745836536837995
2035,19_THA,Carbon Neutral,passenger,lv,d,0.770864202606386
2036,19_THA,Carbon Neutral,passenger,lv,d,0.797317127371572
2037,19_THA,Carbon Neutral,passenger,lv,d,0.825318010566082
2038,19_THA,Carbon Neutral,passenger,lv,d,0.85500403109178
2039,19_THA,Carbon Neutral,passenger,lv,d,0.860381414893485
2040,19_THA,Carbon Neutral,passenger,lv,d,0.86579261865767
2041,19_THA,Carbon Neutral,passenger,lv,d,0.871237855433277
2042,19_THA,Carbon Neutral,passenger,lv,d,0.876717338690291
2043,19_THA,Carbon Neutral,passenger,lv,d,0.88223128381775
2044,19_THA,Carbon Neutral,passenger,lv,d,0.887779908160535
2045,19_THA,Carbon Neutral,passenger,lv,d,0.893363429460828
2046,19_THA,Carbon Neutral,passenger,lv,d,0.898982067412272
2047,19_THA,Carbon Neutral,passenger,lv,d,0.904636042878492
2048,19_THA,Carbon Neutral,passenger,lv,d,0.910325577879205
2049,19_THA,Carbon Neutral,passenger,lv,d,0.916050896414383
2050,19_THA,Carbon Neutral,passenger,lv,d,0.921812222801616
2018,19_THA,Carbon Neutral,passenger,lv,fcev,0.688462485701185
2019,19_THA,Carbon Neutral,passenger,lv,fcev,0.695416651894568
2020,19_THA,Carbon Neutral,passenger,lv,fcev,0.702441062771411
2021,19_THA,Carbon Neutral,passenger,lv,fcev,0.704201566464977
2022,19_THA,Carbon Neutral,passenger,lv,fcev,0.705966482717757
2023,19_THA,Carbon Neutral,passenger,lv,fcev,0.70773582247004
2024,19_THA,Carbon Neutral,passenger,lv,fcev,0.709509596212008
2025,19_THA,Carbon Neutral,passenger,lv,fcev,0.720268609023283
2026,19_THA,Carbon Neutral,passenger,lv,fcev,0.723888048923782
2027,19_THA,Carbon Neutral,passenger,lv,fcev,0.727525677633203
2028,19_THA,Carbon Neutral,passenger,lv,fcev,0.731181585208155
2029,19_THA,Carbon Neutral,passenger,lv,fcev,0.734855864738714
2030,19_THA,Carbon Neutral,passenger,lv,fcev,0.738548607570329
2031,19_THA,Carbon Neutral,passenger,lv,fcev,0.742259907048009
2032,19_THA,Carbon Neutral,passenger,lv,fcev,0.745989856368612
2033,19_THA,Carbon Neutral,passenger,lv,fcev,0.749738549111372
2034,19_THA,Carbon Neutral,passenger,lv,fcev,0.753506079801319
2035,19_THA,Carbon Neutral,passenger,lv,fcev,0.757292542212805
2036,19_THA,Carbon Neutral,passenger,lv,fcev,0.761098032783064
2037,19_THA,Carbon Neutral,passenger,lv,fcev,0.764922646042385
2038,19_THA,Carbon Neutral,passenger,lv,fcev,0.768766478038587
2039,19_THA,Carbon Neutral,passenger,lv,fcev,0.772629626390308
2040,19_THA,Carbon Neutral,passenger,lv,fcev,0.776512187326943
2041,19_THA,Carbon Neutral,passenger,lv,fcev,0.778458332865933
2042,19_THA,Carbon Neutral,passenger,lv,fcev,0.780409356454512
2043,19_THA,Carbon Neutral,passenger,lv,fcev,0.782365269637766
2044,19_THA,Carbon Neutral,passenger,lv,fcev,0.784326084623816
2045,19_THA,Carbon Neutral,passenger,lv,fcev,0.786291814299867
2046,19_THA,Carbon Neutral,passenger,lv,fcev,0.788262470384407
2047,19_THA,Carbon Neutral,passenger,lv,fcev,0.790238065894862
2048,19_THA,Carbon Neutral,passenger,lv,fcev,0.792218612041516
2049,19_THA,Carbon Neutral,passenger,lv,fcev,0.794204122596534
2050,19_THA,Carbon Neutral,passenger,lv,fcev,0.796194608886365
2018,19_THA,Carbon Neutral,passenger,lv,g,0.436805474599727
2019,19_THA,Carbon Neutral,passenger,lv,g,0.44800561499415
2020,19_THA,Carbon Neutral,passenger,lv,g,0.45949293845026
2021,19_THA,Carbon Neutral,passenger,lv,g,0.46238283113289
2022,19_THA,Carbon Neutral,passenger,lv,g,0.465290899281637
2023,19_THA,Carbon Neutral,passenger,lv,g,0.468217257137384
2024,19_THA,Carbon Neutral,passenger,lv,g,0.471162019727591
2025,19_THA,Carbon Neutral,passenger,lv,g,0.492274041968872
2026,19_THA,Carbon Neutral,passenger,lv,g,0.506143336767247
2027,19_THA,Carbon Neutral,passenger,lv,g,0.520525580987893
2028,19_THA,Carbon Neutral,passenger,lv,g,0.53544614327358
2029,19_THA,Carbon Neutral,passenger,lv,g,0.550932035662727
2030,19_THA,Carbon Neutral,passenger,lv,g,0.56701204816401
2031,19_THA,Carbon Neutral,passenger,lv,g,0.580045719702466
2032,19_THA,Carbon Neutral,passenger,lv,g,0.593542407819485
2033,19_THA,Carbon Neutral,passenger,lv,g,0.607526100771757
2034,19_THA,Carbon Neutral,passenger,lv,g,0.622022462058394
2035,19_THA,Carbon Neutral,passenger,lv,g,0.637058982652505
2036,19_THA,Carbon Neutral,passenger,lv,g,0.652665141888171
2037,19_THA,Carbon Neutral,passenger,lv,g,0.668872594213099
2038,19_THA,Carbon Neutral,passenger,lv,g,0.685715372984581
2039,19_THA,Carbon Neutral,passenger,lv,g,0.703230115596228
2040,19_THA,Carbon Neutral,passenger,lv,g,0.721456319664124
2041,19_THA,Carbon Neutral,passenger,lv,g,0.740436628060392
2042,19_THA,Carbon Neutral,passenger,lv,g,0.760217145293286
2043,19_THA,Carbon Neutral,passenger,lv,g,0.764998385065459
2044,19_THA,Carbon Neutral,passenger,lv,g,0.785758791990274
2045,19_THA,Carbon Neutral,passenger,lv,g,0.790700671247702
2046,19_THA,Carbon Neutral,passenger,lv,g,0.795673631566891
2047,19_THA,Carbon Neutral,passenger,lv,g,0.800677867974958
2048,19_THA,Carbon Neutral,passenger,lv,g,0.80571357796627
2049,19_THA,Carbon Neutral,passenger,lv,g,0.810780958951552
2050,19_THA,Carbon Neutral,passenger,lv,g,0.815880210170024
2018,19_THA,Carbon Neutral,passenger,lv,lpg,0.436805474599727
2019,19_THA,Carbon Neutral,passenger,lv,lpg,0.44800561499415
2020,19_THA,Carbon Neutral,passenger,lv,lpg,0.45949293845026
2021,19_THA,Carbon Neutral,passenger,lv,lpg,0.46238283113289
2022,19_THA,Carbon Neutral,passenger,lv,lpg,0.465290899281637
2023,19_THA,Carbon Neutral,passenger,lv,lpg,0.468217257137384
2024,19_THA,Carbon Neutral,passenger,lv,lpg,0.471162019727591
2025,19_THA,Carbon Neutral,passenger,lv,lpg,0.489320397603846
2026,19_THA,Carbon Neutral,passenger,lv,lpg,0.495514326825552
2027,19_THA,Carbon Neutral,passenger,lv,lpg,0.501786660076508
2028,19_THA,Carbon Neutral,passenger,lv,lpg,0.508138389931529
2029,19_THA,Carbon Neutral,passenger,lv,lpg,0.514570521512535
2030,19_THA,Carbon Neutral,passenger,lv,lpg,0.521084072203929
2031,19_THA,Carbon Neutral,passenger,lv,lpg,0.524361330586697
2032,19_THA,Carbon Neutral,passenger,lv,lpg,0.52765920063389
2033,19_THA,Carbon Neutral,passenger,lv,lpg,0.530977812111935
2034,19_THA,Carbon Neutral,passenger,lv,lpg,0.534317295017839
2035,19_THA,Carbon Neutral,passenger,lv,lpg,0.537677781276506
2036,19_THA,Carbon Neutral,passenger,lv,lpg,0.54105940246921
2037,19_THA,Carbon Neutral,passenger,lv,lpg,0.544462291833676
2038,19_THA,Carbon Neutral,passenger,lv,lpg,0.547886582815938
2039,19_THA,Carbon Neutral,passenger,lv,lpg,0.5513324105499
2040,19_THA,Carbon Neutral,passenger,lv,lpg,0.554799910064271
2041,19_THA,Carbon Neutral,passenger,lv,lpg,0.558289217468246
2042,19_THA,Carbon Neutral,passenger,lv,lpg,0.561800470597669
2043,19_THA,Carbon Neutral,passenger,lv,lpg,0.565333806832809
2044,19_THA,Carbon Neutral,passenger,lv,lpg,0.568889365279371
2045,19_THA,Carbon Neutral,passenger,lv,lpg,0.572467285840298
2046,19_THA,Carbon Neutral,passenger,lv,lpg,0.576067708878572
2047,19_THA,Carbon Neutral,passenger,lv,lpg,0.579690776534547
2048,19_THA,Carbon Neutral,passenger,lv,lpg,0.583336630400579
2049,19_THA,Carbon Neutral,passenger,lv,lpg,0.587005414185737
2050,19_THA,Carbon Neutral,passenger,lv,lpg,0.59069727204936
2018,19_THA,Carbon Neutral,passenger,lv,phevg,0.728009124650877
2019,19_THA,Carbon Neutral,passenger,lv,phevg,0.746676025324765
2020,19_THA,Carbon Neutral,passenger,lv,phevg,0.76582156431836
2021,19_THA,Carbon Neutral,passenger,lv,phevg,0.770638052125703
2022,19_THA,Carbon Neutral,passenger,lv,phevg,0.775484832496889
2023,19_THA,Carbon Neutral,passenger,lv,phevg,0.78036209547256
2024,19_THA,Carbon Neutral,passenger,lv,phevg,0.785270032879319
2025,19_THA,Carbon Neutral,passenger,lv,phevg,0.815533996006409
2026,19_THA,Carbon Neutral,passenger,lv,phevg,0.82585721137592
2027,19_THA,Carbon Neutral,passenger,lv,phevg,0.836311099847747
2028,19_THA,Carbon Neutral,passenger,lv,phevg,0.846897316265654
