date,economy,measure,vehicle_type,unit,medium,transport_type,drive,frequency
2010,01_AUS,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,lpg,yearly
2010,01_AUS,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_d,yearly
2010,01_AUS,activity,suv,passenger_km_or_freight_tonne_km,road,passenger,phev_g,yearly
2010,01_AUS,energy,2w,pj,road,freight,bev,yearly
2010,01_AUS,energy,2w,pj,road,freight,ice_d,yearly
2010,01_AUS,energy,2w,pj,road,freight,ice_g,yearly
2010,01_AUS,energy,2w,pj,road,passenger,bev,yearly
2010,01_AUS,energy,2w,pj,road,passenger,ice_d,yearly
2010,01_AUS,energy,2w,pj,road,passenger,ice_g,yearly
2010,01_AUS,energy,bus,pj,road,passenger,bev,yearly
2010,01_AUS,energy,bus,pj,road,passenger,cng,yearly
2010,01_AUS,energy,bus,pj,road,passenger,fcev,yearly
2010,01_AUS,energy,bus,pj,road,passenger,ice_d,yearly
2010,01_AUS,energy,bus,pj,road,passenger,ice_g,yearly
2010,01_AUS,energy,bus,pj,road,passenger,lpg,yearly
2010,01_AUS,energy,bus,pj,road,passenger,phev_d,yearly
2010,01_AUS,energy,bus,pj,road,passenger,phev_g,yearly
2010,01_AUS,energy,car,pj,road,passenger,bev,yearly
2010,01_AUS,energy,car,pj,road,passenger,cng,yearly
2010,01_AUS,energy,car,pj,road,passenger,fcev,yearly
2010,01_AUS,energy,car,pj,road,passenger,ice_d,yearly
2010,01_AUS,energy,car,pj,road,passenger,ice_g,yearly
2010,01_AUS,energy,car,pj,road,passenger,lpg,yearly
2010,01_AUS,energy,car,pj,road,passenger,phev_d,yearly
2010,01_AUS,energy,car,pj,road,passenger,phev_g,yearly
2010,01_AUS,energy,ht,pj,road,freight,bev,yearly
2010,01_AUS,energy,ht,pj,road,freight,cng,yearly
2010,01_AUS,energy,ht,pj,road,freight,fcev,yearly
2010,01_AUS,energy,ht,pj,road,freight,ice_d,yearly
2010,01_AUS,energy,ht,pj,road,freight,ice_g,yearly
2010,01_AUS,energy,ht,pj,road,freight,lpg,yearly
2010,01_AUS,energy,ht,pj,road,freight,phev_d,yearly
2010,01_AUS,energy,ht,pj,road,freight,phev_g,yearly
2010,01_AUS,energy,lcv,pj,road,freight,bev,yearly
2010,01_AUS,energy,lcv,pj,road,freight,cng,yearly
2010,01_AUS,energy,lcv,pj,road,freight,fcev,yearly
2010,01_AUS,energy,lcv,pj,road,freight,ice_d,yearly
2010,01_AUS,energy,lcv,pj,road,freight,ice_g,yearly
2010,01_AUS,energy,lcv,pj,road,freight,lpg,yearly
2010,01_AUS,energy,lcv,pj,road,freight,phev_d,yearly
2010,01_AUS,energy,lcv,pj,road,freight,phev_g,yearly
2010,01_AUS,energy,lt,pj,road,passenger,bev,yearly
2010,01_AUS,energy,lt,pj,road,passenger,cng,yearly
2010,01_AUS,energy,lt,pj,road,passenger,fcev,yearly
2010,01_AUS,energy,lt,pj,road,passenger,ice_d,yearly
2010,01_AUS,energy,lt,pj,road,passenger,ice_g,yearly
2010,01_AUS,energy,lt,pj,road,passenger,lpg,yearly
2010,01_AUS,energy,lt,pj,road,passenger,phev_d,yearly
2010,01_AUS,energy,lt,pj,road,passenger,phev_g,yearly
2010,01_AUS,energy,mt,pj,road,freight,bev,yearly
2010,01_AUS,energy,mt,pj,road,freight,cng,yearly
2010,01_AUS,energy,mt,pj,road,freight,fcev,yearly
2010,01_AUS,energy,mt,pj,road,freight,ice_d,yearly
2010,01_AUS,energy,mt,pj,road,freight,ice_g,yearly
2010,01_AUS,energy,mt,pj,road,freight,lpg,yearly
2010,01_AUS,energy,mt,pj,road,freight,phev_d,yearly
2010,01_AUS,energy,mt,pj,road,freight,phev_g,yearly
2010,01_AUS,energy,suv,pj,road,passenger,bev,yearly
2010,01_AUS,energy,suv,pj,road,passenger,cng,yearly
2010,01_AUS,energy,suv,pj,road,passenger,fcev,yearly
2010,01_AUS,energy,suv,pj,road,passenger,ice_d,yearly
2010,01_AUS,energy,suv,pj,road,passenger,ice_g,yearly
2010,01_AUS,energy,suv,pj,road,passenger,lpg,yearly
2010,01_AUS,energy,suv,pj,road,passenger,phev_d,yearly
2010,01_AUS,energy,suv,pj,road,passenger,phev_g,yearly
2010,01_AUS,stocks,2w,stocks,road,freight,bev,yearly
2010,01_AUS,stocks,2w,stocks,road,freight,ice_d,yearly
2010,01_AUS,stocks,2w,stocks,road,freight,ice_g,yearly
