,vehicle_type,date,transport_type,economy,medium,measure,unit,fuel,comment,scope,frequency,dataset,drive,value
5783,bus,2021,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5784,bus,2022,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5785,bus,2023,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,ice_g,74458751.7546701
5786,bus,2010,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5787,bus,2011,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5788,bus,2012,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5789,bus,2013,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5790,bus,2014,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5791,bus,2015,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5792,bus,2016,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5793,bus,2017,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5794,bus,2018,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5795,bus,2019,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5796,bus,2020,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5797,bus,2021,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5798,bus,2022,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5799,bus,2023,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5800,bus,2010,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5801,bus,2011,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5802,bus,2012,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5803,bus,2013,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5804,bus,2014,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5805,bus,2015,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5806,bus,2016,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5807,bus,2017,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5808,bus,2018,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5809,bus,2019,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5810,bus,2020,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5811,bus,2021,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5812,bus,2022,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5813,bus,2023,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5814,bus,2010,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5815,bus,2011,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5816,bus,2012,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5817,bus,2013,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5818,bus,2014,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5819,bus,2015,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5820,bus,2016,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5821,bus,2017,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5822,bus,2018,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5823,bus,2019,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5824,bus,2020,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5825,bus,2021,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5826,bus,2022,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5827,bus,2023,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5828,bus,2010,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5829,bus,2011,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5830,bus,2012,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5831,bus,2013,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5832,bus,2014,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5833,bus,2015,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5834,bus,2016,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5835,bus,2017,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5836,bus,2018,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5837,bus,2019,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5838,bus,2020,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5839,bus,2021,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5840,bus,2022,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5841,bus,2023,passenger,08_JPN,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,lpg,74458751.7546701
5842,bus,2010,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5843,bus,2011,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5844,bus,2012,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5845,bus,2013,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5846,bus,2014,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5847,bus,2015,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5848,bus,2016,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5849,bus,2017,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5850,bus,2018,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5851,bus,2019,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5852,bus,2020,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5853,bus,2021,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5854,bus,2022,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5855,bus,2023,passenger,03_CDA,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5856,bus,2010,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5857,bus,2011,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5858,bus,2012,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5859,bus,2013,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5860,bus,2014,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5861,bus,2015,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5862,bus,2016,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5863,bus,2017,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5864,bus,2018,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5865,bus,2019,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5866,bus,2020,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5867,bus,2021,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5868,bus,2022,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5869,bus,2023,passenger,03_CDA,road,new_vehicle_efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5870,bus,2010,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5871,bus,2011,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5872,bus,2012,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5873,bus,2013,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5874,bus,2014,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5875,bus,2015,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
5876,bus,2016,passenger,08_JPN,road,efficiency,km_per_pj,all,usa_data,national,yearly,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,147234819.853867
