Medium,Transport Type,Vehicle Type,Drive,Date,Economy,Frequency,Measure,Unit,Value,Dataset,Scope,Fuel_Type,Comments,Fuel
road,freight,ht,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,19723421.61504804,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,191251617256.0748,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,8880296843.595585,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,1370782402.460797,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,187378.60512939445,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,21679238.121536262,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,5457370317.300442,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,2439843235.935785,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,357903109.34269905,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,596796.9481868517,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,01_AUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,64955947.02533982,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,83842229286.31854,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,6374983075715.056,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,16768447956.883812,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,437070567.4903968,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,21853717340.32881,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,87414879859.41574,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,87414879859.41574,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,4370743468.0657625,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,05_PRC,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,9469629.213027963,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,715533966.4335736,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,96473062794.61597,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,104887742446.8906,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,310064762.0970396,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,397641.2062795992,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,4027764776.809136,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,4379078914.048172,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,25890494.64803467,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,29574.03815069156,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,08_JPN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,7286071.743355246,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,25782718255.642567,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,563147494.3887526,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,26848178.2253279,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,12_NZ,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,6808405463.348433,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,154777750293.9872,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,80187886248.9742,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,3025957993.6901574,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,98076922.60177732,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,4903846154.796445,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,4903846154.796445,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,294230767.8053321,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,16_RUS,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,36305114905.67502,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,10655893.924985902,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,68615.82128737115,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,1379480891.391806,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,2655459553.076694,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,76584.11021106594,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,18_CT,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,36118532739.79,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,124611615214.8652,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,94159143.92735484,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,13369168083.2356,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,30225.575688610166,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,825949391.3471031,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,10076801455.407925,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,5048617151.502512,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,1467921617.5241635,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,27676.82444135443,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,19_THA,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,61562795612.27094,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,621846388.002888,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,d,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,1210925096.9947824,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,fcev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,63732902.731394,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,phevg,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,bev,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,2w,g,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,cng,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,lpg,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ht,phevd,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,cng,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,freight,ldv,lpg,2017-12-31,21_VN,Yearly,freight_tonne_km,freight_tonne_km,0.0,FreightKm_est $ 8th/ATOCountryOfficialStatistics,National,,,
road,passenger,ldv,bev,2017-12-31,01_AUS,Yearly,Stocks,Stocks,4666.909667014444,LdvEv_est $ 8th/IeaEv,National,,,
road,passenger,ldv,cng,2017-12-31,01_AUS,Yearly,Stocks,Stocks,41782.597226057056,LdvEv_est $ 8th/IeaEv,National,,,
road,passenger,ldv,d,2017-12-31,01_AUS,Yearly,Stocks,Stocks,3044184.2121477397,LdvEv_est $ 8th/IeaEv,National,,,
road,passenger,ldv,g,2017-12-31,01_AUS,Yearly,Stocks,Stocks,13049879.000004107,LdvEv_est $ 8th/IeaEv,National,,,
road,passenger,ldv,lpg,2017-12-31,01_AUS,Yearly,Stocks,Stocks,344104.7928935277,LdvEv_est $ 8th/IeaEv,National,,,
